location,cause,year,val
Spain,Cardiovascular diseases,2004,127483.3774
Albania,Mesothelioma,1995,2.678479344
Malta,Respiratory infections and tuberculosis,1995,116.9072181
Slovenia,Mesothelioma,1996,11.77210455
Slovenia,Leukemia,1996,135.5967472
Czechia,Chronic respiratory diseases,1994,2335.151858
UK,Leukemia,2004,5104.144555
UK,Cardiovascular diseases,2004,213147.5143
UK,Chronic respiratory diseases,2004,42082.8742
Austria,Chronic respiratory diseases,1995,2433.688448
Monaco,Mesothelioma,1995,0.732094343
Monaco,Leukemia,1995,6.24793579
Monaco,Cardiovascular diseases,1995,205.3524921
Sweden,Leukemia,1994,713.3027613
Sweden,Cardiovascular diseases,1994,44531.47833
Albania,Leukemia,1995,115.4917785
Albania,Cardiovascular diseases,1995,6499.874299
Cyprus,Mesothelioma,1994,8.876980177
Cyprus,Leukemia,1994,48.56111473
Cyprus,Cardiovascular diseases,1994,2781.294226
Slovenia,Cardiovascular diseases,1996,7880.676961
Portugal,Leukemia,1995,792.8162804
Portugal,Cardiovascular diseases,1995,44105.18031
Portugal,Chronic respiratory diseases,1995,4873.290864
Montenegro,Mesothelioma,1990,0.659782162
Montenegro,Leukemia,1990,28.55599694
Andorra,Cardiovascular diseases,1995,85.0365861
Latvia,Chronic respiratory diseases,1992,697.4071734
Denmark,Chronic respiratory diseases,1994,3743.192821
Spain,Respiratory infections and tuberculosis,1995,9856.979075
Albania,Respiratory infections and tuberculosis,1995,1678.968477
Albania,Chronic respiratory diseases,1995,851.2507456
Luxembourg,Leukemia,1996,41.43056698
San Marino,Mesothelioma,1991,0.275342406
San Marino,Leukemia,1991,2.772965072
Finland,Respiratory infections and tuberculosis,1994,2912.826586
Montenegro,Cardiovascular diseases,1990,2346.669558
Monaco,Mesothelioma,2004,0.849108599
Croatia,Mesothelioma,1994,16.05519783
Croatia,Leukemia,1994,344.5487245
Croatia,Cardiovascular diseases,1994,25152.38379
Monaco,Leukemia,2004,8.308791375
Monaco,Cardiovascular diseases,2004,167.9546147
Monaco,Respiratory infections and tuberculosis,2004,24.50062856
Switzerland,Chronic respiratory diseases,1994,2605.839823
Monaco,Respiratory infections and tuberculosis,1995,18.19389123
Poland,Mesothelioma,1997,78.45619834
Poland,Leukemia,1997,2667.131101
Poland,Cardiovascular diseases,1997,187010.0156
Iceland,Leukemia,1997,14.25157514
Iceland,Cardiovascular diseases,1997,767.7877922
Germany,Respiratory infections and tuberculosis,1997,18683.5467
France,Respiratory infections and tuberculosis,1994,21892.41223
Switzerland,Chronic respiratory diseases,1995,2678.763791
Slovenia,Chronic respiratory diseases,1996,728.4318773
Hungary,Mesothelioma,1994,33.07154839
Hungary,Leukemia,1994,952.0858228
Hungary,Cardiovascular diseases,1994,71258.72655
Greece,Cardiovascular diseases,1997,48387.08924
Cyprus,Respiratory infections and tuberculosis,1994,167.262167
San Marino,Respiratory infections and tuberculosis,2004,5.957542528
Malta,Mesothelioma,1996,3.9658509
Malta,Leukemia,1996,23.86396085
Luxembourg,Cardiovascular diseases,1996,1538.685811
Luxembourg,Chronic respiratory diseases,1996,185.9906835
Montenegro,Mesothelioma,1997,0.888179712
Montenegro,Leukemia,1997,33.20003967
Montenegro,Cardiovascular diseases,1997,3002.275309
Slovakia,Mesothelioma,1996,11.53539969
Slovakia,Leukemia,1996,308.6569705
Slovakia,Cardiovascular diseases,1996,26976.87639
Malta,Cardiovascular diseases,1996,1282.428604
San Marino,Mesothelioma,1994,0.296909187
San Marino,Leukemia,1994,2.96081235
San Marino,Cardiovascular diseases,1994,62.05244684
Norway,Chronic respiratory diseases,1995,1796.111667
Andorra,Chronic respiratory diseases,1995,20.28101775
Sweden,Respiratory infections and tuberculosis,1994,4246.679791
Hungary,Respiratory infections and tuberculosis,1994,1796.467667
Greece,Chronic respiratory diseases,1997,2796.055027
UK,Leukemia,1994,4799.048834
UK,Cardiovascular diseases,1994,271858.5331
Italy,Cardiovascular diseases,1996,226092.7575
Iceland,Mesothelioma,1997,2.354872255
Austria,Mesothelioma,1995,68.12966303
Iceland,Chronic respiratory diseases,1997,81.75934933
Latvia,Respiratory infections and tuberculosis,1995,815.1178305
Greece,Cardiovascular diseases,1994,47482.43271
Austria,Leukemia,1995,581.7858408
Austria,Cardiovascular diseases,1995,38864.37796
Belgium,Mesothelioma,1995,170.1772095
Belgium,Leukemia,1995,1040.828933
UK,Mesothelioma,1994,1862.24823
Italy,Chronic respiratory diseases,1996,24495.4354
Montenegro,Mesothelioma,1994,0.77339545
Montenegro,Leukemia,1994,30.69078337
Montenegro,Cardiovascular diseases,1994,2683.451404
Ireland,Respiratory infections and tuberculosis,1997,2287.880817
Iceland,Respiratory infections and tuberculosis,1997,104.1451763
UK,Chronic respiratory diseases,1994,37932.30057
Belgium,Cardiovascular diseases,1995,37513.71095
Lithuania,Mesothelioma,1992,13.22985314
Lithuania,Leukemia,1992,312.9141226
Lithuania,Cardiovascular diseases,1992,21597.38143
Bos&Herz,Mesothelioma,1995,10.05770515
Bulgaria,Leukemia,1995,451.99258
Malta,Respiratory infections and tuberculosis,1996,123.5384669
Greece,Chronic respiratory diseases,1994,2634.415337
Poland,Respiratory infections and tuberculosis,1997,8635.805318
UK,Mesothelioma,1995,1865.757477
Lithuania,Respiratory infections and tuberculosis,1992,721.7142587
Bulgaria,Cardiovascular diseases,1995,85801.29413
Finland,Chronic respiratory diseases,1994,1265.687632
Portugal,Mesothelioma,1995,27.83446723
Luxembourg,Mesothelioma,1996,4.720482986
Portugal,Respiratory infections and tuberculosis,1995,4580.867356
Luxembourg,Respiratory infections and tuberculosis,1996,100.3645433
Montenegro,Chronic respiratory diseases,1994,59.1804376
UK,Respiratory infections and tuberculosis,1994,47150.268
Iceland,Mesothelioma,1994,2.212728992
Ukraine,Respiratory infections and tuberculosis,1994,11472.16532
Slovenia,Respiratory infections and tuberculosis,1996,683.6146579
UK,Respiratory infections and tuberculosis,1995,49875.83111
Estonia,Leukemia,1996,120.1985459
Ukraine,Mesothelioma,1995,372.014736
Ukraine,Leukemia,1995,4868.424001
Ukraine,Cardiovascular diseases,1995,454145.6193
Estonia,Cardiovascular diseases,1996,10265.08333
Poland,Chronic respiratory diseases,1997,11846.72046
Ireland,Mesothelioma,1997,34.06901246
Ireland,Leukemia,1997,250.7043687
Ireland,Cardiovascular diseases,1997,13042.34706
Poland,Respiratory infections and tuberculosis,1994,8296.158243
Bos&Herz,Leukemia,1995,160.9575201
Bos&Herz,Cardiovascular diseases,1995,16151.18236
Bulgaria,Chronic respiratory diseases,1995,3811.544015
North Macedonia,Leukemia,1994,97.30295412
North Macedonia,Cardiovascular diseases,1994,10329.80466
Norway,Chronic respiratory diseases,1996,1863.066844
Austria,Respiratory infections and tuberculosis,1995,1239.772667
North Macedonia,Chronic respiratory diseases,1994,663.6741733
Republic of Moldova,Cardiovascular diseases,1995,28185.00835
Republic of Moldova,Chronic respiratory diseases,1995,2117.26985
Serbia,Cardiovascular diseases,1997,66066.78224
Iceland,Respiratory infections and tuberculosis,1994,108.8761763
Spain,Mesothelioma,1995,301.99509
Spain,Leukemia,1995,2826.586839
Spain,Cardiovascular diseases,1995,123656.5738
Estonia,Chronic respiratory diseases,1996,287.6946991
France,Mesothelioma,1994,882.0329507
France,Leukemia,1994,5270.261916
France,Cardiovascular diseases,1994,164689.6927
Belarus,Cardiovascular diseases,1996,74580.76769
Croatia,Mesothelioma,1995,14.74902548
Croatia,Leukemia,1995,345.9306044
Serbia,Chronic respiratory diseases,1997,4182.29155
Austria,Mesothelioma,1996,68.82604134
Austria,Leukemia,1996,584.0081189
Austria,Cardiovascular diseases,1996,38903.69585
Italy,Mesothelioma,1997,1233.378246
Italy,Leukemia,1997,5630.336827
Romania,Mesothelioma,1997,61.35239609
Romania,Leukemia,1997,1150.880175
Romania,Cardiovascular diseases,1997,165204.2906
Italy,Respiratory infections and tuberculosis,1997,9879.766384
Croatia,Cardiovascular diseases,1995,25615.93971
Latvia,Mesothelioma,1996,6.507449449
Latvia,Leukemia,1996,209.1792584
Latvia,Cardiovascular diseases,1996,19320.64879
Bos&Herz,Respiratory infections and tuberculosis,1995,890.4312714
San Marino,Respiratory infections and tuberculosis,1994,4.437990015
Belgium,Respiratory infections and tuberculosis,1995,4159.524195
Sweden,Chronic respiratory diseases,1995,2864.340355
Romania,Respiratory infections and tuberculosis,1997,11468.1079
Netherlands,Chronic respiratory diseases,1996,8122.400306
Slovakia,Mesothelioma,1997,12.37127851
Slovakia,Leukemia,1997,321.6147987
Slovakia,Cardiovascular diseases,1997,28018.30812
Andorra,Cardiovascular diseases,1996,87.7591627
Belarus,Chronic respiratory diseases,1996,6362.286283
Germany,Chronic respiratory diseases,1994,38081.33837
Finland,Mesothelioma,1995,65.2955275
Finland,Leukemia,1995,339.9074315
Andorra,Chronic respiratory diseases,1996,20.95629937
Serbia,Cardiovascular diseases,1994,58365.59059
Monaco,Chronic respiratory diseases,1996,16.45832762
Finland,Cardiovascular diseases,1995,23322.20797
Ukraine,Respiratory infections and tuberculosis,1995,12970.97559
Latvia,Respiratory infections and tuberculosis,1996,684.7927217
Poland,Mesothelioma,1994,74.79297698
Poland,Leukemia,1994,2538.40013
Poland,Cardiovascular diseases,1994,193802.535
Croatia,Respiratory infections and tuberculosis,1995,1333.510394
Serbia,Chronic respiratory diseases,1994,3732.773953
Italy,Cardiovascular diseases,1997,226563.089
Malta,Chronic respiratory diseases,1997,121.5902499
Luxembourg,Leukemia,1997,41.8259664
Luxembourg,Cardiovascular diseases,1997,1513.061477
North Macedonia,Leukemia,2005,116.4522556
North Macedonia,Cardiovascular diseases,2005,12335.28819
Luxembourg,Chronic respiratory diseases,1997,185.728287
North Macedonia,Chronic respiratory diseases,2005,634.3156024
Ukraine,Respiratory infections and tuberculosis,2005,15847.65935
Belgium,Respiratory infections and tuberculosis,1996,4432.782988
Montenegro,Respiratory infections and tuberculosis,2005,73.86552704
Finland,Respiratory infections and tuberculosis,2005,1351.715772
UK,Mesothelioma,2005,2111.820251
Montenegro,Respiratory infections and tuberculosis,1994,66.29625944
Cyprus,Chronic respiratory diseases,1995,363.7616403
Romania,Chronic respiratory diseases,2005,9035.84146
UK,Respiratory infections and tuberculosis,2005,37557.76532
Germany,Chronic respiratory diseases,2005,31960.27694
Portugal,Mesothelioma,1996,29.02890914
Italy,Mesothelioma,1994,1205.690689
Italy,Leukemia,1994,5470.544861
Norway,Mesothelioma,1996,75.34539142
Norway,Leukemia,1996,236.1314553
Norway,Cardiovascular diseases,1996,19601.17301
Serbia,Mesothelioma,2005,33.3926463
Serbia,Leukemia,2005,710.9590094
Italy,Respiratory infections and tuberculosis,1994,9250.043448
Greece,Mesothelioma,2005,66.50554521
Greece,Leukemia,2005,1519.456889
Serbia,Respiratory infections and tuberculosis,2005,1412.643977
Portugal,Leukemia,1996,820.0894109
Portugal,Cardiovascular diseases,1996,44395.858
Estonia,Mesothelioma,1996,3.065318126
Greece,Respiratory infections and tuberculosis,2005,3384.464622
Slovenia,Chronic respiratory diseases,2005,594.3824159
Albania,Mesothelioma,2005,3.915322016
Slovakia,Respiratory infections and tuberculosis,1997,2259.878033
Albania,Leukemia,2005,130.9039838
Albania,Cardiovascular diseases,2005,9414.467163
Slovenia,Respiratory infections and tuberculosis,1997,731.436243
Albania,Respiratory infections and tuberculosis,2005,527.5616347
Switzerland,Mesothelioma,1995,109.4882314
Switzerland,Leukemia,1995,526.8954551
Switzerland,Cardiovascular diseases,1995,26490.50042
France,Respiratory infections and tuberculosis,1995,22524.89749
Ireland,Chronic respiratory diseases,2005,1976.19659
Denmark,Cardiovascular diseases,1995,25617.6763
Denmark,Chronic respiratory diseases,1995,3883.722761
Estonia,Chronic respiratory diseases,2005,293.1397321
Norway,Respiratory infections and tuberculosis,1996,2652.346961
Italy,Chronic respiratory diseases,1997,24799.17446
Greece,Mesothelioma,1994,61.19405438
Greece,Leukemia,1994,1143.669737
Portugal,Chronic respiratory diseases,1996,5087.933532
Netherlands,Mesothelioma,1997,413.0331223
Netherlands,Leukemia,1997,1084.834732
Netherlands,Cardiovascular diseases,1997,49713.04062
Latvia,Mesothelioma,2005,7.666100974
Latvia,Leukemia,2005,196.4019467
Latvia,Cardiovascular diseases,2005,18604.42608
Austria,Mesothelioma,2005,80.44399514
Netherlands,Respiratory infections and tuberculosis,1997,6946.584177
Austria,Leukemia,2005,735.8904525
Austria,Cardiovascular diseases,2005,31828.81926
UK,Leukemia,1995,4855.263915
UK,Cardiovascular diseases,1995,269293.5703
San Marino,Chronic respiratory diseases,1995,5.614830398
Croatia,Mesothelioma,2005,57.01260359
Croatia,Leukemia,2005,357.6633387
Croatia,Cardiovascular diseases,2005,24938.4335
Romania,Chronic respiratory diseases,1994,11398.60805
Andorra,Mesothelioma,1996,1.238780614
Andorra,Leukemia,1996,5.162555303
Belgium,Respiratory infections and tuberculosis,2005,5585.799454
Denmark,Cardiovascular diseases,1996,24444.48951
Slovakia,Respiratory infections and tuberculosis,1994,2563.983466
Malta,Mesothelioma,2005,5.81069649
Malta,Leukemia,2005,26.81385773
Malta,Cardiovascular diseases,2005,1286.716068
Portugal,Respiratory infections and tuberculosis,1996,4907.652643
Denmark,Cardiovascular diseases,2005,17846.73098
Denmark,Chronic respiratory diseases,2005,3944.367123
North Macedonia,Leukemia,1995,99.28594488
North Macedonia,Cardiovascular diseases,1995,10606.48385
Albania,Mesothelioma,1996,2.809365208
Albania,Leukemia,1996,118.0767061
Albania,Cardiovascular diseases,1996,6821.940516
Estonia,Respiratory infections and tuberculosis,1996,426.7713976
Denmark,Chronic respiratory diseases,1996,3954.856505
Denmark,Mesothelioma,1995,75.71389661
UK,Chronic respiratory diseases,1995,38648.22536
Portugal,Leukemia,2005,865.8649538
Portugal,Cardiovascular diseases,2005,36893.30689
North Macedonia,Chronic respiratory diseases,1995,653.8045917
Slovakia,Chronic respiratory diseases,1997,934.0733956
Portugal,Chronic respiratory diseases,2005,5931.817547
Albania,Respiratory infections and tuberculosis,1996,1510.488382
Andorra,Respiratory infections and tuberculosis,1996,8.683784412
Greece,Cardiovascular diseases,1995,48194.73809
Greece,Chronic respiratory diseases,1995,2694.404127
Belarus,Cardiovascular diseases,1997,76104.47165
Spain,Respiratory infections and tuberculosis,2005,12128.59722
Belarus,Chronic respiratory diseases,1997,6256.542946
Malta,Respiratory infections and tuberculosis,1997,130.8375195
Belgium,Chronic respiratory diseases,1996,7197.552796
Switzerland,Respiratory infections and tuberculosis,1995,2380.695792
Austria,Respiratory infections and tuberculosis,1996,1240.607443
Switzerland,Chronic respiratory diseases,2005,2553.924723
Slovenia,Mesothelioma,1997,11.43517652
Slovenia,Leukemia,1997,138.6983602
Slovenia,Cardiovascular diseases,1997,7730.998782
Hungary,Chronic respiratory diseases,1995,5088.436036
Republic of Moldova,Cardiovascular diseases,1996,26881.68317
Croatia,Chronic respiratory diseases,1995,1294.560145
Denmark,Leukemia,1995,554.4717866
Denmark,Respiratory infections and tuberculosis,1995,2139.423917
Greece,Respiratory infections and tuberculosis,1994,2408.505255
Sweden,Chronic respiratory diseases,1996,2961.550433
Finland,Respiratory infections and tuberculosis,1995,2979.01055
Republic of Moldova,Chronic respiratory diseases,1996,1980.57741
Serbia,Mesothelioma,1994,24.16462148
Serbia,Leukemia,1994,614.2657012
Andorra,Mesothelioma,1997,1.279048325
Andorra,Leukemia,1997,5.301906198
Serbia,Respiratory infections and tuberculosis,1994,1728.913942
Estonia,Mesothelioma,1997,3.104714899
Andorra,Respiratory infections and tuberculosis,1997,9.099242999
North Macedonia,Mesothelioma,1995,1.746118689
Luxembourg,Mesothelioma,1997,4.792664384
Iceland,Mesothelioma,1995,2.250082688
Luxembourg,Respiratory infections and tuberculosis,1997,104.8274819
Norway,Chronic respiratory diseases,1997,1924.274914
Spain,Respiratory infections and tuberculosis,1996,10112.02215
Malta,Chronic respiratory diseases,1994,112.8267696
Estonia,Respiratory infections and tuberculosis,1997,430.2670217
Lithuania,Chronic respiratory diseases,1996,1268.178737
Croatia,Mesothelioma,1996,19.21225313
Bulgaria,Leukemia,2006,512.2397565
Bulgaria,Cardiovascular diseases,2006,83264.56178
Bulgaria,Chronic respiratory diseases,2006,3236.427444
Republic of Moldova,Cardiovascular diseases,2006,25936.63873
Republic of Moldova,Chronic respiratory diseases,2006,1659.536492
Germany,Chronic respiratory diseases,1995,37813.53778
Croatia,Respiratory infections and tuberculosis,2006,1144.776208
Bos&Herz,Chronic respiratory diseases,1996,1297.992689
Switzerland,Mesothelioma,1996,117.8364042
Switzerland,Leukemia,1996,499.2543349
Montenegro,Respiratory infections and tuberculosis,1995,67.27460767
Cyprus,Chronic respiratory diseases,2006,380.5825039
Cyprus,Mesothelioma,1996,9.233549694
Cyprus,Leukemia,1996,49.29925302
Cyprus,Cardiovascular diseases,1996,2763.301721
Hungary,Chronic respiratory diseases,2006,5014.2993
Croatia,Leukemia,1996,346.9045724
Croatia,Cardiovascular diseases,1996,26081.71612
Spain,Chronic respiratory diseases,1996,26512.36132
Denmark,Mesothelioma,2006,97.01825652
Denmark,Leukemia,2006,481.321868
Iceland,Respiratory infections and tuberculosis,1995,110.1997151
North Macedonia,Mesothelioma,2006,2.131358314
Denmark,Respiratory infections and tuberculosis,2006,2258.846528
Cyprus,Respiratory infections and tuberculosis,1996,164.3501021
Sweden,Chronic respiratory diseases,2006,3684.254079
